,0
22124,11
22125,21
22126,24
22127,27
22128,7
22129,4
22130,6
22131,21
22132,24
22133,1
22134,24
22135,21
22136,21
22137,22
22138,24
22139,21
22140,24
22141,21
22142,21
22143,21
22144,21
22145,21
22146,21
22147,21
22148,24
22149,22
22150,21
22151,21
22152,21
22153,22
22154,24
22155,22
22156,15
22157,24
22158,0
22159,21
22160,21
22161,21
22162,21
22163,21
22164,21
22165,21
22166,21
22167,22
22168,21
22169,21
22170,24
22171,5
22172,24
22173,24
22174,24
22175,4
22176,27
22177,16
22178,6
22179,3
22180,3
22181,3
22182,2
22183,24
22184,21
22185,21
22186,21
22187,24
22188,8
22189,24
22190,24
22191,24
22192,24
22193,24
22194,22
22195,15
22196,21
22197,21
22198,0
22199,11
22200,20
22201,20
22202,24
22203,21
22204,21
22205,24
22206,21
22207,21
22208,21
22209,21
22210,24
22211,21
22212,21
22213,21
22214,21
22215,21
22216,21
22217,21
22218,24
22219,10
22220,24
22221,11
22222,7
22223,4
22224,14
22225,11
22226,23
22227,5
22228,5
22229,14
22230,7
22231,5
22232,5
22233,5
22234,16
22235,5
22236,28
22237,4
22238,5
22239,16
22240,7
22241,5
22242,18
22243,18
22244,0
22245,4
22246,5
22247,4
22248,25
22249,16
22250,5
22251,11
22252,24
22253,4
22254,4
22255,14
22256,5
22257,28
22258,21
22259,7
22260,4
22261,7
22262,4
22263,4
22264,5
22265,7
22266,7
22267,5
22268,16
22269,7
22270,5
22271,5
22272,24
22273,24
22274,16
22275,5
22276,4
22277,3
22278,2
22279,3
22280,21
22281,21
22282,21
22283,21
22284,21
22285,22
22286,24
22287,21
22288,21
22289,21
22290,22
22291,21
22292,21
22293,21
22294,21
22295,24
22296,21
22297,24
22298,22
22299,21
22300,24
22301,6
22302,4
22303,21
22304,21
22305,27
22306,13
22307,13
22308,7
22309,20
22310,20
22311,20
22312,2
22313,4
22314,24
22315,12
22316,21
22317,21
22318,24
22319,15
22320,24
22321,24
22322,24
22323,24
22324,21
22325,24
22326,8
22327,11
22328,22
22329,15
22330,24
22331,4
22332,24
22333,21
22334,8
22335,22
22336,24
22337,27
22338,1
22339,21
22340,21
22341,3
22342,3
22343,3
22344,2
22345,15
22346,22
22347,24
22348,24
22349,24
22350,24
22351,21
22352,21
22353,21
22354,21
22355,21
22356,21
22357,21
22358,21
22359,21
22360,22
22361,21
22362,21
22363,24
22364,8
22365,24
22366,0
22367,24
22368,4
22369,24
22370,16
22371,21
22372,21
22373,21
22374,24
22375,24
22376,24
22377,8
22378,21
22379,24
22380,27
22381,6
22382,24
22383,24
22384,5
22385,11
22386,21
22387,24
22388,21
22389,24
22390,24
22391,24
22392,11
22393,27
22394,24
22395,1
22396,24
22397,21
22398,7
22399,11
22400,21
22401,12
22402,21
22403,21
22404,21
22405,24
22406,24
22407,24
22408,21
22409,21
22410,22
22411,24
22412,21
22413,24
22414,21
22415,21
22416,21
22417,21
22418,21
22419,22
22420,21
22421,21
22422,21
22423,24
22424,22
22425,21
22426,21
22427,21
22428,21
22429,2
22430,2
22431,20
22432,20
22433,20
22434,24
22435,22
22436,4
22437,21
22438,24
22439,1
22440,21
22441,24
22442,24
22443,11
22444,27
22445,5
22446,27
22447,24
22448,13
22449,21
22450,24
22451,24
22452,4
22453,24
22454,24
22455,7
22456,4
22457,21
22458,21
22459,3
22460,3
22461,2
22462,3
22463,24
22464,20
22465,20
22466,2
22467,2
22468,24
22469,15
22470,22
22471,22
22472,22
22473,8
22474,8
22475,11
22476,21
22477,21
22478,21
22479,21
22480,21
22481,22
22482,24
22483,21
22484,21
22485,21
22486,21
22487,21
22488,21
22489,24
22490,21
22491,24
22492,22
22493,21
22494,21
22495,24
22496,16
22497,24
22498,24
22499,27
22500,24
22501,6
22502,21
22503,8
22504,21
22505,21
22506,21
22507,24
22508,24
22509,24
22510,24
22511,24
22512,8
22513,24
22514,4
22515,21
22516,21
22517,21
22518,21
22519,21
22520,21
22521,24
22522,21
22523,21
22524,21
22525,21
22526,21
22527,21
22528,24
22529,21
22530,24
22531,24
22532,24
22533,15
22534,22
22535,2
22536,3
22537,3
22538,24
22539,11
22540,11
22541,14
22542,14
22543,14
22544,11
22545,11
22546,24
22547,26
22548,11
22549,16
22550,11
22551,18
22552,18
22553,25
22554,11
22555,24
22556,11
22557,24
22558,11
22559,4
22560,24
22561,11
22562,11
22563,24
22564,24
22565,11
22566,20
22567,20
22568,20
22569,2
22570,2
22571,15
22572,22
22573,15
22574,24
22575,21
22576,24
22577,24
22578,24
22579,21
22580,24
22581,11
22582,22
22583,22
22584,21
22585,4
22586,21
22587,21
22588,21
22589,24
22590,27
22591,27
22592,1
22593,24
22594,21
22595,24
22596,24
22597,24
22598,21
22599,21
22600,22
22601,24
22602,21
22603,24
22604,21
22605,21
22606,21
22607,21
22608,21
22609,22
22610,21
22611,21
22612,21
22613,24
22614,22
22615,21
22616,21
22617,21
22618,24
22619,24
22620,6
22621,11
22622,5
22623,21
22624,24
22625,24
22626,21
22627,10
22628,24
22629,21
22630,12
22631,11
22632,7
22633,4
22634,24
22635,21
22636,21
22637,21
22638,11
22639,27
22640,27
22641,24
22642,6
22643,11
22644,24
22645,13
22646,13
22647,24
22648,24
22649,1
22650,20
22651,20
22652,2
22653,2
22654,5
22655,21
22656,24
22657,15
22658,22
22659,24
22660,22
22661,21
22662,21
22663,21
22664,21
22665,21
22666,22
22667,24
22668,21
22669,21
22670,21
22671,22
22672,21
22673,21
22674,21
22675,21
22676,21
22677,24
22678,21
22679,24
22680,22
22681,21
22682,21
22683,24
22684,21
22685,24
22686,21
22687,8
22688,21
22689,21
22690,14
22691,21
22692,2
22693,12
22694,24
22695,21
22696,24
22697,21
22698,21
22699,24
22700,21
22701,5
22702,24
22703,8
22704,24
22705,24
22706,21
22707,24
22708,24
22709,21
22710,21
22711,16
22712,21
22713,21
22714,24
22715,15
22716,22
22717,24
22718,24
22719,3
22720,3
22721,21
22722,27
22723,4
22724,5
22725,7
22726,4
22727,11
22728,24
22729,21
22730,1
22731,27
22732,14
22733,24
22734,24
22735,12
22736,27
22737,4
22738,11
22739,21
22740,21
22741,21
22742,24
22743,22
22744,22
22745,24
22746,21
22747,2
22748,2
22749,20
22750,20
22751,20
22752,15
22753,22
22754,15
22755,24
22756,21
22757,21
22758,21
22759,21
22760,22
22761,24
22762,21
22763,21
22764,22
22765,21
22766,21
22767,21
22768,21
22769,21
22770,24
22771,21
22772,24
22773,22
22774,21
22775,21
22776,24
22777,24
22778,24
22779,24
22780,6
22781,5
22782,24
22783,11
22784,24
22785,24
22786,21
22787,24
22788,24
22789,13
22790,13
22791,21
22792,24
22793,24
22794,21
22795,10
22796,24
22797,21
22798,12
22799,11
22800,7
22801,4
22802,24
22803,21
22804,21
22805,21
22806,11
22807,27
22808,27
22809,24
22810,24
22811,24
22812,6
22813,11
22814,1
22815,24
22816,24
22817,24
22818,21
22819,5
22820,24
22821,21
22822,21
22823,22
22824,24
22825,21
22826,24
22827,21
22828,21
22829,21
22830,21
22831,21
22832,22
22833,21
22834,21
22835,21
22836,24
22837,22
22838,21
22839,21
22840,21
22841,21
22842,21
22843,22
22844,24
22845,22
22846,15
22847,2
22848,2
22849,20
22850,20
22851,5
22852,24
22853,13
22854,13
22855,21
22856,24
22857,24
22858,21
22859,10
22860,24
22861,21
22862,12
22863,11
22864,7
22865,4
22866,24
22867,21
22868,21
22869,21
22870,11
22871,27
22872,27
22873,24
22874,24
22875,24
22876,6
22877,11
22878,1
22879,24
22880,24
22881,24
22882,21
22883,5
22884,24
22885,21
22886,21
22887,22
22888,24
22889,21
22890,24
22891,21
22892,21
22893,21
22894,21
22895,21
22896,22
22897,21
22898,21
22899,21
22900,24
22901,22
22902,21
22903,21
22904,21
22905,21
22906,21
22907,22
22908,24
22909,22
22910,15
22911,2
22912,2
22913,20
22914,20
22915,5
22916,4
22917,27
22918,24
22919,22
22920,15
22921,13
22922,21
22923,24
22924,27
22925,21
22926,1
22927,24
22928,24
22929,21
22930,24
22931,24
22932,7
22933,24
22934,21
22935,24
22936,21
22937,24
22938,12
22939,6
22940,2
22941,2
22942,20
22943,20
22944,20
22945,20
22946,21
22947,8
22948,8
22949,22
22950,22
22951,21
22952,24
22953,24
22954,24
22955,21
22956,22
22957,21
22958,21
22959,21
22960,22
22961,21
22962,21
22963,21
22964,24
22965,22
22966,21
22967,21
22968,21
22969,21
22970,21
22971,11
22972,24
22973,21
22974,21
22975,21
22976,24
22977,6
22978,22
22979,22
22980,22
22981,21
22982,21
22983,21
22984,21
22985,22
22986,21
22987,21
22988,21
22989,22
22990,21
22991,21
22992,21
22993,21
22994,21
22995,24
22996,21
22997,22
22998,21
22999,24
23000,21
23001,24
23002,24
23003,13
23004,24
23005,5
23006,13
23007,21
23008,20
23009,2
23010,10
23011,24
23012,27
23013,11
23014,24
23015,24
23016,21
23017,21
23018,21
23019,1
23020,7
23021,24
23022,11
23023,20
23024,20
23025,20
23026,21
23027,24
23028,24
23029,24
23030,12
23031,21
23032,25
23033,21
23034,24
23035,24
23036,15
23037,22
23038,15
23039,22
23040,22
23041,8
23042,8
23043,21
23044,21
23045,21
23046,21
23047,21
23048,22
23049,24
23050,21
23051,21
23052,22
23053,21
23054,21
23055,24
23056,24
23057,22
23058,21
23059,21
23060,24
23061,24
23062,10
23063,11
23064,13
23065,18
23066,18
23067,24
23068,24
23069,24
23070,27
23071,12
23072,21
23073,1
23074,25
23075,27
23076,11
23077,4
23078,21
23079,24
23080,5
23081,21
23082,24
23083,21
23084,2
23085,2
23086,20
23087,4
23088,24
23089,24
23090,4
23091,21
23092,21
23093,24
23094,15
23095,22
23096,15
23097,24
23098,22
23099,22
23100,21
23101,21
23102,21
23103,21
23104,21
23105,22
23106,24
23107,21
23108,21
23109,21
23110,22
23111,21
23112,21
23113,21
23114,21
23115,21
23116,24
23117,21
23118,24
23119,22
23120,21
23121,21
23122,24
23123,11
23124,21
23125,24
23126,24
23127,24
23128,24
23129,21
23130,11
23131,11
23132,25
23133,24
23134,27
23135,21
23136,24
23137,1
23138,7
23139,4
23140,27
23141,21
23142,12
23143,21
23144,21
23145,21
23146,24
23147,5
23148,24
23149,24
23150,6
23151,2
23152,2
23153,20
23154,20
23155,20
23156,24
23157,24
23158,4
23159,4
23160,7
23161,21
23162,21
23163,24
23164,24
23165,24
23166,11
23167,21
23168,24
23169,21
23170,1
23171,27
23172,11
23173,4
23174,24
23175,21
23176,24
23177,5
23178,21
23179,27
23180,24
23181,24
23182,24
23183,2
23184,2
23185,20
23186,20
23187,24
23188,24
23189,24
23190,21
23191,21
23192,22
23193,24
23194,21
23195,24
23196,21
23197,21
23198,21
23199,22
23200,21
23201,21
23202,21
23203,24
23204,22
23205,21
23206,21
23207,21
23208,21
23209,21
23210,8
23211,8
23212,22
23213,22
23214,24
23215,22
23216,15
23217,24
23218,10
23219,21
23220,21
23221,21
23222,24
23223,16
23224,7
23225,11
23226,21
23227,24
23228,21
23229,21
23230,21
23231,21
23232,21
23233,15
23234,21
23235,24
23236,21
23237,21
23238,22
23239,21
23240,21
23241,21
23242,24
23243,21
23244,21
23245,27
23246,8
23247,8
23248,21
23249,21
23250,24
23251,21
23252,21
23253,24
23254,24
23255,16
23256,3
23257,2
23258,3
23259,3
23260,3
23261,13
23262,24
23263,24
23264,24
23265,12
23266,24
23267,24
23268,24
23269,11
23270,22
23271,24
23272,24
23273,24
23274,24
23275,15
23276,4
23277,24
23278,24
23279,13
23280,13
23281,24
23282,24
23283,1
23284,24
23285,24
23286,24
23287,24
23288,4
23289,7
23290,11
23291,27
23292,21
23293,24
23294,10
23295,21
23296,24
23297,6
23298,21
23299,21
23300,21
23301,24
23302,24
23303,24
23304,21
23305,5
23306,24
23307,21
23308,21
23309,22
23310,21
23311,24
23312,21
23313,21
23314,21
23315,21
23316,21
23317,22
23318,21
23319,21
23320,24
23321,22
23322,21
23323,21
23324,21
23325,21
23326,21
23327,22
23328,22
23329,24
23330,15
23331,22
23332,15
23333,2
23334,2
23335,20
23336,20
23337,24
23338,21
23339,21
23340,21
23341,21
23342,21
23343,24
23344,20
23345,20
23346,21
23347,21
23348,21
23349,21
23350,24
23351,21
23352,0
23353,24
23354,24
23355,21
23356,21
23357,21
23358,11
23359,20
23360,20
23361,24
23362,21
23363,24
23364,21
23365,21
23366,24
23367,21
23368,15
23369,21
23370,21
23371,21
23372,21
23373,0
23374,24
23375,24
23376,24
23377,27
23378,24
23379,24
23380,24
23381,28
23382,28
23383,4
23384,5
23385,18
23386,16
23387,18
23388,4
23389,7
23390,24
23391,15
23392,22
23393,15
23394,24
23395,22
23396,8
23397,8
23398,21
23399,21
23400,21
23401,21
23402,21
23403,22
23404,24
23405,21
23406,21
23407,22
23408,21
23409,21
23410,21
23411,24
23412,21
23413,22
23414,21
23415,24
23416,24
23417,24
23418,5
23419,13
23420,5
23421,19
23422,6
23423,24
23424,24
23425,5
23426,24
23427,27
23428,12
23429,21
23430,11
23431,27
23432,24
23433,21
23434,1
23435,21
23436,21
23437,24
23438,21
23439,11
23440,4
23441,2
23442,20
23443,21
23444,21
23445,4
23446,24
23447,13
23448,10
23449,20
23450,20
23451,2
23452,2
23453,15
23454,22
23455,24
23456,24
23457,24
23458,24
23459,24
23460,12
23461,24
23462,24
23463,7
23464,4
23465,24
23466,21
23467,21
23468,21
23469,21
23470,1
23471,11
23472,11
23473,24
23474,21
23475,6
23476,21
23477,24
23478,21
23479,21
23480,22
23481,24
23482,21
23483,24
23484,21
23485,21
23486,21
23487,21
23488,21
23489,22
23490,21
23491,21
23492,21
23493,24
23494,22
23495,21
23496,21
23497,21
23498,21
23499,21
23500,22
23501,22
23502,27
23503,24
23504,27
23505,21
23506,4
23507,7
23508,8
23509,24
23510,15
23511,22
23512,24
23513,22
23514,22
23515,8
23516,21
23517,21
23518,21
23519,21
23520,21
23521,22
23522,24
23523,21
23524,21
23525,22
23526,21
23527,21
23528,21
23529,21
23530,24
23531,21
23532,24
23533,22
23534,21
23535,21
23536,24
23537,24
23538,24
23539,5
23540,27
23541,11
23542,24
23543,21
23544,1
23545,11
23546,21
23547,27
23548,24
23549,24
23550,24
23551,24
23552,4
23553,21
23554,24
23555,5
23556,11
23557,4
23558,2
23559,2
23560,20
23561,20
23562,20
23563,21
23564,21
23565,21
23566,24
23567,20
23568,20
23569,15
23570,22
23571,24
23572,22
23573,21
23574,21
23575,21
23576,21
23577,21
23578,22
23579,24
23580,21
23581,21
23582,21
23583,22
23584,21
23585,21
23586,21
23587,21
23588,21
23589,24
23590,21
23591,24
23592,22
23593,21
23594,21
23595,24
23596,5
23597,21
23598,24
23599,24
23600,24
23601,1
23602,11
23603,6
23604,24
23605,24
23606,27
23607,24
23608,21
23609,11
23610,7
23611,4
23612,24
23613,21
23614,21
23615,21
23616,11
23617,27
23618,10
23619,21
23620,24
23621,24
23622,21
23623,13
23624,13
23625,24
23626,5
23627,23
23628,23
23629,23
23630,23
23631,23
23632,23
23633,23
23634,23
23635,23
23636,23
23637,23
23638,23
23639,23
23640,23
23641,23
23642,23
23643,23
23644,23
23645,23
23646,23
23647,23
23648,23
23649,23
23650,25
23651,11
23652,11
23653,4
23654,15
23655,22
23656,24
23657,22
23658,22
23659,8
23660,8
23661,21
23662,21
23663,21
23664,21
23665,21
23666,22
23667,24
23668,21
23669,21
23670,21
23671,22
23672,21
23673,21
23674,21
23675,24
23676,21
23677,22
23678,21
23679,21
23680,24
23681,24
23682,24
23683,11
23684,21
23685,21
23686,24
23687,24
23688,24
23689,20
23690,20
23691,2
23692,2
23693,13
23694,24
23695,21
23696,0
23697,4
23698,27
23699,1
23700,21
23701,12
23702,27
23703,24
23704,24
23705,24
23706,5
23707,21
23708,24
23709,21
23710,24
23711,5
23712,21
23713,24
23714,11
23715,20
23716,20
23717,24
23718,21
23719,21
23720,24
23721,21
23722,21
23723,21
23724,21
23725,24
23726,21
23727,21
23728,21
23729,21
23730,21
23731,21
23732,0
23733,21
23734,24
23735,24
23736,20
23737,20
23738,24
23739,21
23740,21
23741,24
23742,21
23743,21
23744,21
23745,21
23746,24
23747,21
23748,21
23749,21
23750,21
23751,21
23752,21
23753,0
23754,21
23755,24
23756,24
23757,20
23758,20
23759,24
23760,21
23761,21
23762,24
23763,21
23764,21
23765,21
23766,21
23767,24
23768,21
23769,21
23770,21
23771,21
23772,21
23773,21
23774,0
23775,21
23776,21
23777,24
23778,24
23779,11
23780,20
23781,20
23782,24
23783,21
23784,21
23785,24
23786,21
23787,21
23788,21
23789,21
23790,24
23791,21
23792,21
23793,21
23794,21
23795,21
23796,21
23797,0
23798,21
23799,24
23800,24
23801,11
23802,20
23803,20
23804,24
23805,21
23806,21
23807,24
23808,21
23809,21
23810,21
23811,21
23812,24
23813,21
23814,21
23815,21
23816,21
23817,21
23818,21
23819,0
23820,21
23821,24
23822,24
23823,11
23824,20
23825,20
23826,24
23827,21
23828,21
23829,24
23830,21
23831,21
23832,21
23833,21
23834,24
23835,21
23836,21
23837,21
23838,21
23839,21
23840,21
23841,0
23842,21
23843,24
23844,24
23845,11
23846,20
23847,20
23848,24
23849,21
23850,21
23851,24
23852,21
23853,21
23854,21
23855,21
23856,24
23857,21
23858,21
23859,21
23860,21
23861,21
23862,21
23863,0
23864,21
23865,24
23866,24
23867,0
23868,11
23869,20
23870,20
23871,24
23872,21
23873,21
23874,24
23875,21
23876,21
23877,21
23878,21
23879,24
23880,21
23881,21
23882,21
23883,21
23884,21
23885,21
23886,0
23887,21
23888,24
23889,24
23890,11
23891,20
23892,20
23893,24
23894,21
23895,21
23896,24
23897,21
23898,21
23899,21
23900,21
23901,24
23902,21
23903,21
23904,21
23905,21
23906,21
23907,21
23908,0
23909,21
23910,24
23911,24
23912,11
23913,20
23914,20
23915,21
23916,21
23917,24
23918,21
23919,21
23920,21
23921,21
23922,24
23923,21
23924,21
23925,21
23926,21
23927,21
23928,21
23929,0
23930,21
23931,24
23932,24
23933,11
23934,20
23935,20
23936,24
23937,21
23938,21
23939,24
23940,21
23941,21
23942,21
23943,21
23944,24
23945,21
23946,21
23947,21
23948,21
23949,21
23950,21
23951,0
23952,21
23953,24
23954,24
23955,11
23956,4
23957,28
23958,24
23959,11
23960,24
23961,4
23962,24
23963,24
23964,24
23965,21
23966,21
23967,21
23968,21
23969,24
23970,24
23971,22
23972,22
23973,8
23974,8
23975,21
23976,21
23977,21
23978,21
23979,21
23980,22
23981,21
23982,21
23983,22
23984,21
23985,21
23986,21
23987,21
23988,21
23989,24
23990,24
23991,22
23992,21
23993,21
23994,24
23995,13
23996,21
23997,24
23998,24
23999,24
24000,27
24001,24
24002,24
24003,7
24004,4
24005,11
24006,21
24007,24
24008,24
24009,11
24010,1
24011,21
24012,21
24013,12
24014,27
24015,24
24016,15
24017,2
24018,20
24019,20
24020,5
24021,24
24022,6
24023,16
24024,15
24025,22
24026,15
24027,24
24028,22
24029,22
24030,24
24031,24
24032,24
24033,24
24034,21
24035,21
24036,21
24037,21
24038,1
24039,11
24040,12
24041,21
24042,27
24043,7
24044,24
24045,21
24046,24
24047,4
24048,24
24049,24
24050,11
24051,27
24052,24
24053,21
24054,11
24055,28
24056,24
24057,24
24058,21
24059,21
24060,22
24061,24
24062,21
24063,24
24064,21
24065,21
24066,21
24067,21
24068,21
24069,22
24070,21
24071,21
24072,21
24073,24
24074,22
24075,21
24076,21
24077,21
24078,21
24079,21
24080,24
24081,24
24082,2
24083,20
24084,20
24085,20
24086,24
24087,20
24088,20
24089,2
24090,2
24091,15
24092,22
24093,24
24094,22
24095,22
24096,21
24097,21
24098,21
24099,21
24100,21
24101,22
24102,21
24103,21
24104,21
24105,22
24106,21
24107,21
24108,21
24109,21
24110,21
24111,24
24112,21
24113,22
24114,21
24115,21
24116,24
24117,21
24118,24
24119,24
24120,27
24121,21
24122,21
24123,21
24124,24
24125,24
24126,4
24127,7
24128,24
24129,21
24130,10
24131,21
24132,6
24133,24
24134,11
24135,27
24136,24
24137,24
24138,24
24139,21
24140,1
24141,24
24142,13
24143,24
24144,24
24145,22
24146,15
24147,15
24148,24
24149,8
24150,8
24151,22
24152,21
24153,21
24154,21
24155,24
24156,21
24157,21
24158,24
24159,21
24160,21
24161,24
24162,4
24163,2
24164,2
24165,20
24166,21
24167,24
24168,5
24169,1
24170,11
24171,27
24172,4
24173,27
24174,24
24175,21
24176,10
24177,11
24178,18
24179,24
24180,24
24181,24
24182,22
24183,21
24184,21
24185,21
24186,21
24187,21
24188,21
24189,24
24190,21
24191,21
24192,22
24193,24
24194,21
24195,24
24196,28
24197,22
24198,22
24199,21
24200,21
24201,21
24202,21
24203,22
24204,24
24205,21
24206,21
24207,21
24208,22
24209,21
24210,21
24211,21
24212,21
24213,21
24214,21
24215,22
24216,21
24217,21
24218,24
24219,28
24220,28
24221,16
24222,24
24223,24
24224,24
24225,5
24226,24
24227,21
24228,4
24229,5
24230,28
24231,4
24232,27
24233,24
24234,28
24235,28
24236,23
24237,5
24238,11
24239,7
24240,4
24241,24
24242,24
24243,11
24244,24
24245,24
24246,5
24247,4
24248,21
24249,28
24250,28
24251,5
24252,5
24253,21
24254,12
24255,24
24256,21
24257,16
24258,21
24259,21
24260,21
24261,11
24262,27
24263,24
24264,15
24265,22
24266,15
24267,5
24268,24
24269,24
24270,6
24271,0
24272,20
24273,20
24274,20
24275,2
24276,2
24277,24
24278,14
24279,11
24280,24
24281,6
24282,24
24283,15
24284,22
24285,15
24286,24
24287,22
24288,22
24289,21
24290,21
24291,21
24292,21
24293,21
24294,22
24295,24
24296,21
24297,21
24298,21
24299,22
24300,21
24301,21
24302,21
24303,21
24304,24
24305,21
24306,24
24307,22
24308,21
24309,21
24310,24
24311,11
24312,24
24313,21
24314,13
24315,24
24316,24
24317,24
24318,24
24319,27
24320,12
24321,24
24322,7
24323,21
24324,24
24325,27
24326,24
24327,1
24328,21
24329,12
24330,11
24331,21
24332,21
24333,21
24334,11
24335,2
24336,20
24337,20
24338,20
24339,24
24340,1
24341,21
24342,21
24343,21
24344,21
24345,21
24346,22
24347,24
24348,21
24349,21
24350,21
24351,22
24352,21
24353,21
24354,21
24355,21
24356,24
24357,22
24358,21
24359,22
24360,8
24361,4
24362,24
24363,24
24364,24
24365,13
24366,13
24367,6
24368,8
24369,4
24370,24
24371,24
24372,21
24373,2
24374,2
24375,20
24376,20
24377,21
24378,24
24379,22
24380,15
24381,7
24382,11
24383,21
24384,21
24385,27
24386,24
24387,21
24388,1
24389,21
24390,21
24391,21
24392,21
24393,22
24394,24
24395,21
24396,21
24397,21
24398,22
24399,21
24400,21
24401,21
24402,21
24403,24
24404,22
24405,21
24406,24
24407,22
24408,22
24409,8
24410,4
24411,24
24412,24
24413,24
24414,13
24415,13
24416,6
24417,8
24418,4
24419,24
24420,24
24421,21
24422,2
24423,2
24424,20
24425,20
24426,21
24427,24
24428,22
24429,15
24430,11
24431,21
24432,21
24433,24
24434,21
24435,27
24436,24
24437,24
24438,21
24439,6
24440,24
24441,24
24442,15
24443,22
24444,15
24445,24
24446,27
24447,11
24448,21
24449,21
24450,21
24451,16
24452,16
24453,21
24454,5
24455,27
24456,11
24457,24
24458,4
24459,7
24460,28
24461,24
24462,24
24463,21
24464,4
24465,1
24466,4
24467,28
24468,28
24469,28
24470,28
24471,4
24472,24
24473,24
24474,11
24475,5
24476,24
24477,28
24478,28
24479,0
24480,21
24481,24
24482,21
24483,5
24484,24
24485,28
24486,24
24487,21
24488,21
24489,24
24490,21
24491,24
24492,21
24493,21
24494,21
24495,21
24496,21
24497,22
24498,21
24499,21
24500,21
24501,24
24502,22
24503,21
24504,21
24505,21
24506,21
24507,22
24508,22
24509,28
24510,5
24511,20
24512,20
24513,20
24514,2
24515,2
24516,24
24517,4
24518,21
24519,24
24520,24
24521,12
24522,2
24523,21
24524,24
24525,24
24526,21
24527,21
24528,21
24529,8
24530,24
24531,24
24532,22
24533,15
24534,24
24535,21
24536,21
24537,16
24538,21
24539,21
24540,24
24541,24
24542,24
24543,24
24544,24
24545,21
24546,21
24547,21
24548,24
24549,21
24550,21
24551,8
24552,24
24553,3
24554,21
24555,27
24556,21
24557,24
24558,11
24559,24
24560,24
24561,21
24562,20
24563,20
24564,20
24565,7
24566,24
24567,5
24568,1
24569,21
24570,21
24571,21
24572,11
24573,24
24574,27
24575,10
24576,24
24577,24
24578,2
24579,2
24580,20
24581,21
24582,13
24583,24
24584,24
24585,21
24586,24
24587,21
24588,22
24589,21
24590,24
24591,21
24592,21
24593,21
24594,21
24595,21
24596,22
24597,21
24598,21
24599,21
24600,24
24601,22
24602,21
24603,21
24604,21
24605,21
24606,22
24607,22
24608,24
24609,15
24610,22
24611,15
24612,6
24613,24
24614,21
24615,12
24616,13
24617,24
24618,11
24619,13
24620,13
24621,24
24622,24
24623,24
24624,27
24625,21
24626,1
24627,27
24628,11
24629,6
24630,24
24631,21
24632,21
24633,24
24634,24
24635,5
24636,21
24637,24
24638,21
24639,2
24640,20
24641,20
24642,24
24643,24
24644,24
24645,21
24646,22
24647,24
24648,21
24649,24
24650,21
24651,21
24652,21
24653,22
24654,21
24655,21
24656,21
24657,24
24658,22
24659,21
24660,21
24661,21
24662,8
24663,8
24664,22
24665,22
24666,15
24667,24
24668,10
24669,21
24670,21
24671,21
24672,24
24673,4
24674,13
24675,13
24676,5
24677,22
24678,8
24679,8
24680,21
24681,11
24682,4
24683,5
24684,27
24685,21
24686,24
24687,24
24688,21
24689,1
24690,21
24691,24
24692,4
24693,7
24694,24
24695,21
24696,24
24697,2
24698,2
24699,20
24700,20
24701,11
24702,21
24703,12
24704,11
24705,24
24706,24
24707,22
24708,15
24709,24
24710,24
24711,21
24712,21
24713,22
24714,24
24715,21
24716,21
24717,21
24718,21
24719,21
24720,21
24721,21
24722,21
24723,24
24724,22
24725,21
24726,21
24727,21
24728,21
24729,21
24730,27
24731,24
24732,24
24733,5
24734,11
24735,21
24736,21
24737,21
24738,13
24739,13
24740,24
24741,24
24742,5
24743,21
24744,24
24745,24
24746,21
24747,27
24748,7
24749,4
24750,27
24751,24
24752,24
24753,21
24754,12
24755,11
24756,24
24757,21
24758,24
24759,21
24760,21
24761,22
24762,24
24763,21
24764,24
24765,21
24766,21
24767,21
24768,21
24769,21
24770,22
24771,21
24772,21
24773,21
24774,24
24775,22
24776,21
24777,21
24778,21
24779,21
24780,21
24781,22
24782,22
24783,24
24784,15
24785,22
24786,15
24787,24
24788,24
24789,6
24790,2
24791,2
24792,20
24793,20
24794,20
24795,24
24796,24
24797,24
24798,5
24799,24
24800,24
24801,21
24802,21
24803,21
24804,21
24805,24
24806,21
24807,24
24808,24
24809,24
24810,11
24811,27
24812,24
24813,27
24814,1
24815,21
24816,24
24817,7
24818,4
24819,11
24820,21
24821,12
24822,11
24823,6
24824,24
24825,21
24826,21
24827,22
24828,24
24829,21
24830,24
24831,21
24832,21
24833,21
24834,21
24835,21
24836,22
24837,21
24838,21
24839,21
24840,24
24841,22
24842,21
24843,21
24844,21
24845,21
24846,22
24847,22
24848,24
24849,15
24850,22
24851,15
24852,2
24853,2
24854,20
24855,20
24856,20
24857,24
24858,24
24859,6
24860,8
24861,24
24862,24
24863,8
24864,21
24865,21
24866,21
24867,21
24868,21
24869,21
24870,21
24871,21
24872,21
24873,21
24874,24
24875,24
24876,24
24877,27
24878,24
24879,15
24880,15
24881,22
24882,13
24883,24
24884,3
24885,3
24886,2
24887,3
24888,16
24889,21
24890,21
24891,24
24892,24
24893,24
24894,24
24895,4
24896,21
24897,24
24898,21
24899,4
24900,24
24901,24
24902,20
24903,2
24904,2
24905,24
24906,24
24907,24
24908,4
24909,7
24910,24
24911,1
24912,25
24913,21
24914,15
24915,22
24916,15
24917,24
24918,21
24919,21
24920,21
24921,21
24922,22
